all_test_sen_num,c_n_same_sen_num,filtered_mut_num,cnm_100_num,cnm_000_num,cnm_001_num,cnm_010_num
10119,393185,548634,3168,2850,1872,157283


"pos from 形容 to 形容
"


"pos from 形容 to 介词
"
mutation sentence,It could all be due to nausea or any number of things .
mutation sentence,It could still be due to nausea or any number of things .
mutation sentence,It could be due to severe nausea or any number of things .
mutation sentence,It could be due to mild nausea or any number of things .
mutation sentence,It could be due to slight nausea or any number of things .
mutation sentence,It could be due to nausea or any number of things worse .
mutation sentence,It could be due to nausea or any number of things besides .

original sentence,I asked why so high and they said it was due to the labor of moving things out of the way .
wrong word,due 11
mutation sentence,I asked why so high and they said it probably was due to the labor of moving things out of the way .
mutation sentence,I asked why so high and they said it really was due to the labor of moving things out of the way .
mutation sentence,I asked why so high and they said it just was due to the labor of moving things out of the way .
mutation sentence,I asked why so high and they said it simply was due to the labor of moving things out of the way .
mutation sentence,I asked why so high and they said it likely was due to the labor of moving things out of the way .
mutation sentence,I asked why so high and they said it was due to the heavy labor of moving things out of the way .
mutation sentence,I asked why so high and they said it was due to the hard labor of moving things out of the way .
mutation sentence,I asked why so high and they said it was due to the actual labor of moving things out of the way .
mutation sentence,I asked why so high and they said it was due to the labor of just moving things out of the way .
mutation sentence,I asked why so high and they said it was due to the labor of constantly moving things out of the way .
mutation sentence,I asked why so high and they said it was due to the labor of always moving things out of the way .



"pos from 介词 to 介词
"


"pos from 介词 to 副词
"
original sentence,"His military intelligence has captured major figures like Abu Zubayda and Khalid Shaykh Muhammad , as well as nearly 500 other al - Qaeda operatives , over 400 of whom the Pakistanis have turned over to the US ."
wrong word,over 35
mutation sentence,"His military intelligence has captured major figures like Abu Zubayda and Khalid Shaykh Muhammad , as well as nearly 500 other al - Qaeda operatives , over 400 of whom even the Pakistanis have turned over to the US ."
mutation sentence,"His military intelligence has captured major figures like Abu Zubayda and Khalid Shaykh Muhammad , as well as nearly 500 other al - Qaeda operatives , over 400 of whom allegedly the Pakistanis have turned over to the US ."
mutation sentence,"His military intelligence has captured major figures like Abu Zubayda and Khalid Shaykh Muhammad , as well as nearly 500 other al - Qaeda operatives , over 400 of whom the former Pakistanis have turned over to the US ."
mutation sentence,"His military intelligence has captured major figures like Abu Zubayda and Khalid Shaykh Muhammad , as well as nearly 500 other al - Qaeda operatives , over 400 of whom the exiled Pakistanis have turned over to the US ."
mutation sentence,"His military intelligence has captured major figures like Abu Zubayda and Khalid Shaykh Muhammad , as well as nearly 500 other al - Qaeda operatives , over 400 of whom the senior Pakistanis have turned over to the US ."
mutation sentence,"His military intelligence has captured major figures like Abu Zubayda and Khalid Shaykh Muhammad , as well as nearly 500 other al - Qaeda operatives , over 400 of whom the captured Pakistanis have turned over to the US ."
mutation sentence,"His military intelligence has captured major figures like Abu Zubayda and Khalid Shaykh Muhammad , as well as nearly 500 other al - Qaeda operatives , over 400 of whom the two Pakistanis have turned over to the US ."
mutation sentence,"His military intelligence has captured major figures like Abu Zubayda and Khalid Shaykh Muhammad , as well as nearly 500 other al - Qaeda operatives , over 400 of whom the Pakistanis allegedly have turned over to the US ."
mutation sentence,"His military intelligence has captured major figures like Abu Zubayda and Khalid Shaykh Muhammad , as well as nearly 500 other al - Qaeda operatives , over 400 of whom the Pakistanis already have turned over to the US ."
mutation sentence,"His military intelligence has captured major figures like Abu Zubayda and Khalid Shaykh Muhammad , as well as nearly 500 other al - Qaeda operatives , over 400 of whom the Pakistanis have turned directly over to the US ."
mutation sentence,"His military intelligence has captured major figures like Abu Zubayda and Khalid Shaykh Muhammad , as well as nearly 500 other al - Qaeda operatives , over 400 of whom the Pakistanis have turned all over to the US ."
mutation sentence,"His military intelligence has captured major figures like Abu Zubayda and Khalid Shaykh Muhammad , as well as nearly 500 other al - Qaeda operatives , over 400 of whom the Pakistanis have turned openly over to the US ."
mutation sentence,"His military intelligence has captured major figures like Abu Zubayda and Khalid Shaykh Muhammad , as well as nearly 500 other al - Qaeda operatives , over 400 of whom the Pakistanis have turned over voluntarily to the US ."
mutation sentence,"His military intelligence has captured major figures like Abu Zubayda and Khalid Shaykh Muhammad , as well as nearly 500 other al - Qaeda operatives , over 400 of whom the Pakistanis have turned over directly to the US ."
