all_test_sen_num,c_n_same_sen_num,filtered_mut_num,cnm_100_num,cnm_000_num,cnm_001_num,cnm_010_num
3826,60699,213001,728,5623,870,219287


"pos from 形容 to 形容
"


"pos from 形容 to 介词
"


"pos from 形容 to 副词
"
mutation sentence,"The posterior displacement of the CoM produced a more vertically oriented femur during standing ( femur in experimental animals was 40 % more vertical than control experimental subjects ) , and increased femoral retraction and decreased knee flexion during walking ."
mutation sentence,"The posterior displacement of the CoM produced a more vertically oriented femur during standing ( femur in experimental animals was 40 % more vertical than control human subjects ) , and increased femoral retraction and decreased knee flexion during walking ."
mutation sentence,"The posterior displacement of the CoM produced a more vertically oriented femur during standing ( femur in experimental animals was 40 % more vertical than control subjects ) , and also increased femoral retraction and decreased knee flexion during walking ."
mutation sentence,"The posterior displacement of the CoM produced a more vertically oriented femur during standing ( femur in experimental animals was 40 % more vertical than control subjects ) , and therefore increased femoral retraction and decreased knee flexion during walking ."
mutation sentence,"The posterior displacement of the CoM produced a more vertically oriented femur during standing ( femur in experimental animals was 40 % more vertical than control subjects ) , and thus increased femoral retraction and decreased knee flexion during walking ."
mutation sentence,"The posterior displacement of the CoM produced a more vertically oriented femur during standing ( femur in experimental animals was 40 % more vertical than control subjects ) , and consequently increased femoral retraction and decreased knee flexion during walking ."
mutation sentence,"The posterior displacement of the CoM produced a more vertically oriented femur during standing ( femur in experimental animals was 40 % more vertical than control subjects ) , and increased posterior femoral retraction and decreased knee flexion during walking ."
mutation sentence,"The posterior displacement of the CoM produced a more vertically oriented femur during standing ( femur in experimental animals was 40 % more vertical than control subjects ) , and increased lateral femoral retraction and decreased knee flexion during walking ."
mutation sentence,"The posterior displacement of the CoM produced a more vertically oriented femur during standing ( femur in experimental animals was 40 % more vertical than control subjects ) , and increased knee femoral retraction and decreased knee flexion during walking ."
mutation sentence,"The posterior displacement of the CoM produced a more vertically oriented femur during standing ( femur in experimental animals was 40 % more vertical than control subjects ) , and increased anterior femoral retraction and decreased knee flexion during walking ."
mutation sentence,"The posterior displacement of the CoM produced a more vertically oriented femur during standing ( femur in experimental animals was 40 % more vertical than control subjects ) , and increased medial femoral retraction and decreased knee flexion during walking ."
mutation sentence,"The posterior displacement of the CoM produced a more vertically oriented femur during standing ( femur in experimental animals was 40 % more vertical than control subjects ) , and increased hip femoral retraction and decreased knee flexion during walking ."
mutation sentence,"The posterior displacement of the CoM produced a more vertically oriented femur during standing ( femur in experimental animals was 40 % more vertical than control subjects ) , and increased joint femoral retraction and decreased knee flexion during walking ."
mutation sentence,"The posterior displacement of the CoM produced a more vertically oriented femur during standing ( femur in experimental animals was 40 % more vertical than control subjects ) , and increased bilateral femoral retraction and decreased knee flexion during walking ."
