all_test_sen_num,c_n_same_sen_num,filtered_mut_num,cnm_100_num,cnm_000_num,cnm_001_num,cnm_010_num
10119,570546,795696,6663,5883,2674,224904


"pos from 形容 to 形容
"


"pos from 形容 to 介词
"
original sentence,""" He Would Tear Down Our System Of Checks And Balances , Giving Far Too Much Power To The President . """
wrong word,To
mutation sentence,""" He Would Tear Down Our System Of Checks And Balances , Giving Far Too Much Power To Be The President . """

original sentence,""" Note to Wigner : Do you think your friend could feed my cat ?"
wrong word,to
mutation sentence,""" Note to Miss Wigner : Do you think your friend could feed my cat ?"

original sentence,"Scorpio , you can still expect changes - perhaps major ones - in your life this year , almost to the point of total transformation ."
wrong word,to
mutation sentence,"Scorpio , you can still expect changes - perhaps major ones - in your life this year , almost to near the point of total transformation ."
mutation sentence,"Scorpio , you can still expect changes - perhaps major ones - in your life this year , almost to beyond the point of total transformation ."
mutation sentence,"Scorpio , you can still expect changes - perhaps major ones - in your life this year , almost to be the point of total transformation ."

original sentence,"Do n't cling to the banks ; instead , flow with the tide in 2005 ."
wrong word,to
mutation sentence,"Do n't cling to be the banks ; instead , flow with the tide in 2005 ."

original sentence,"The Rock revolution came from the nation that allows a church to be changed to a pub or to a dance room or to a recording studio full of drug addicts , homosexuals and lunatics ( as that of George Martin , ally of the Beatles ) ."
wrong word,to
mutation sentence,"The Rock revolution came from the nation that allows a church to be changed to be a pub or to a dance room or to a recording studio full of drug addicts , homosexuals and lunatics ( as that of George Martin , ally of the Beatles ) ."

original sentence,"Across the board , the American military is stretched to the breaking point ."
wrong word,to
mutation sentence,"Across the board , the American military is stretched to be the breaking point ."

original sentence,"237 - Minimum number of misleading statements on Iraq made by top Bush administration officials between 2002 and January 2004 , according to the California Representative Henry Waxman ."
wrong word,to
mutation sentence,"237 - Minimum number of misleading statements on Iraq made by top Bush administration officials between 2002 and January 2004 , according to from the California Representative Henry Waxman ."

original sentence,92 - Percentage of Iraq 's urban areas with access to potable water in late 2002 .
wrong word,to
mutation sentence,92 - Percentage of Iraq 's urban areas with access to clean potable water in late 2002 .

original sentence,60 - Percentage of Iraq 's urban areas with access to potable water in late 2003 .
wrong word,to
mutation sentence,60 - Percentage of Iraq 's urban areas with access to clean potable water in late 2003 .

original sentence,"4 - Rank of the United States among countries considered to be the greatest threats to world peace according to a 2003 Pew Global Attitudes study ( Israel , Iran , and North Korea were considered more dangerous ; Iraq was considered less dangerous ) ."
wrong word,to
mutation sentence,"4 - Rank of the United States among countries considered to be the greatest threats to world peace according to in a 2003 Pew Global Attitudes study ( Israel , Iran , and North Korea were considered more dangerous ; Iraq was considered less dangerous ) ."

original sentence,wht abt its picture quality ???
wrong word,abt
mutation sentence,wht abt be its picture quality ???

original sentence,Take the mouse to an emergency vet and have them use CO2 to put the mouse to sleep .
wrong word,to
mutation sentence,Take the mouse to be an emergency vet and have them use CO2 to put the mouse to sleep .
mutation sentence,Take the mouse to an emergency vet and have them use CO2 to put back the mouse to sleep .
mutation sentence,Take the mouse to an emergency vet and have them use CO2 to put in the mouse to sleep .
mutation sentence,Take the mouse to an emergency vet and have them use CO2 to put even the mouse to sleep .
mutation sentence,Take the mouse to an emergency vet and have them use CO2 to put off the mouse to sleep .
